Transaction_ID,Transaction_Amount,Transaction_Volume,Average_Transaction_Amount,Frequency_of_Transactions,Time_Since_Last_Transaction,Day_of_Week,Time_of_Day,Age,Gender,Income,Account_Type
TX248,1057.1993959601082,2,959.688011266738,14,25,Tuesday,10:00,48,Female,1206295,Savings
TX249,970.0753191641832,1,965.1803628526325,7,21,Monday,13:00,24,Female,1445935,Savings
TX250,1046.862904478197,4,1030.4266032266432,11,8,Monday,04:00,56,Male,727387,Current
TX251,1047.477706772066,4,970.3020406310019,10,7,Tuesday,04:00,52,Female,658918,Current
TX252,902.8006285257434,3,1053.9942828083902,9,29,Saturday,04:00,19,Male,363037,Current
TX253,980.4217596835098,3,999.6961374246002,9,10,Sunday,23:00,56,Female,1409004,Current
TX254,999.2345075413502,3,1011.5858299920218,5,28,Wednesday,20:00,43,Female,1359325,Current
TX255,977.8358874404245,4,982.303945719462,6,8,Wednesday,08:00,46,Female,1117052,Current
TX256,1073.5585163746805,1,995.8135264569627,5,9,Monday,23:00,26,Male,928864,Current
TX257,1016.2588398264531,4,996.6655193382633,16,8,Friday,10:00,51,Male,808679,Savings
TX258,1013.8271833446333,3,1015.989985070083,5,28,Sunday,23:00,62,Female,1445298,Savings
TX259,969.7830464218345,4,998.4836520836358,13,23,Wednesday,00:00,62,Male,1496179,Savings
TX260,959.8753633394176,2,1025.976226496941,8,11,Thursday,14:00,36,Male,1321318,Savings
TX261,969.4555054215706,2,1023.8906374901289,9,5,Saturday,21:00,49,Male,721486,Savings
TX262,1049.8023842902908,1,984.8640982286108,13,2,Sunday,17:00,20,Male,482051,Savings
TX263,1066.409707092453,1,1011.1246001880132,13,26,Sunday,17:00,27,Male,1303171,Current
TX264,1072.7809345040557,3,1035.98543150038,16,2,Wednesday,09:00,32,Male,326806,Savings
TX265,988.0733276578667,2,984.4197231393262,16,26,Monday,17:00,39,Female,707507,Current
TX266,988.9373188207114,2,994.4637340022216,5,24,Friday,02:00,49,Female,420029,Savings
TX267,991.6439143106794,1,1005.651599009766,18,21,Saturday,07:00,63,Male,1141965,Savings
TX268,1033.1440634333705,3,1023.4694771497064,10,22,Wednesday,21:00,45,Female,1180412,Savings
TX269,972.9923305812874,1,1006.2810593519972,19,20,Wednesday,17:00,48,Male,784814,Current
TX270,1061.9141535716817,1,1000.4254315347213,10,11,Friday,00:00,20,Female,1095326,Current
TX271,1008.1334999498766,1,982.873868611137,9,15,Tuesday,15:00,25,Male,715872,Savings
TX272,1026.9566051591403,4,1006.8325843873823,12,3,Tuesday,01:00,60,Male,989556,Savings
TX273,1035.9918645435696,3,1028.9300787189316,6,9,Friday,08:00,53,Female,1367609,Savings
TX274,1015.624584012857,2,1006.3866637938677,18,25,Tuesday,20:00,37,Male,1465898,Current
TX275,1031.712057152961,2,1009.5057117863978,12,19,Friday,03:00,64,Female,842601,Current
TX276,1011.2342362875943,1,1018.6518166374618,10,21,Saturday,07:00,56,Male,1428649,Current
TX277,923.7171842714953,1,1025.2516820685437,17,20,Monday,22:00,24,Male,368099,Current
TX278,1089.6077955380317,1,1001.6220048808004,14,23,Thursday,03:00,41,Female,1152129,Savings
TX279,1080.3059745915648,4,1031.2491901372423,16,19,Monday,13:00,36,Female,743031,Current
TX280,1055.795102668268,2,987.0146884384815,9,4,Wednesday,15:00,62,Female,590998,Savings
TX281,956.1178790120213,3,1015.6498698940125,8,17,Wednesday,14:00,28,Female,1233688,Savings
TX282,1009.4923918106232,1,1011.5351613238614,10,4,Thursday,15:00,64,Female,1039290,Current
TX283,1042.5046994658405,2,1017.5143172480196,9,25,Thursday,09:00,20,Female,543306,Current
TX284,1007.0443123455602,1,964.631212688743,7,21,Wednesday,09:00,52,Female,1037266,Current
TX285,965.4341314491612,4,955.5277593800894,5,21,Tuesday,04:00,53,Male,1069605,Savings
TX286,975.6621495745358,3,1002.8367033428581,6,3,Monday,23:00,53,Female,950024,Current
TX287,1017.73892410851,4,978.0427528330156,13,20,Monday,03:00,38,Male,774013,Current
TX288,1044.3165098030795,2,986.1467688433979,10,10,Monday,12:00,23,Female,866088,Current
TX289,973.6960983894021,4,999.7196092348482,6,26,Wednesday,20:00,21,Male,1365649,Current
TX290,911.8583758078653,3,979.4671853052854,19,18,Wednesday,19:00,41,Female,770670,Savings
TX291,987.0799639896416,2,1018.5344199554305,16,24,Saturday,04:00,38,Female,1083441,Savings
TX292,1022.3000047333593,1,985.9345695487306,12,17,Wednesday,18:00,42,Female,1410868,Current
TX293,919.2434092047246,1,1023.2947870891435,5,18,Friday,03:00,59,Female,429350,Current
TX294,1023.4999130381585,4,1038.2942461199598,17,29,Tuesday,10:00,58,Female,1142150,Savings
TX295,1018.9741028582754,2,1036.2300962518702,18,6,Tuesday,00:00,27,Male,1361716,Savings
TX296,1020.2128597506726,1,982.3196909088159,6,10,Tuesday,15:00,56,Male,393269,Current
TX297,1047.2245486195598,2,986.2154185956629,16,27,Tuesday,02:00,49,Female,580852,Savings
TX298,975.8628238908984,2,980.9334278348258,8,22,Sunday,23:00,57,Female,1104565,Current
TX299,975.125067079743,1,986.2299298414565,13,8,Tuesday,16:00,19,Female,1430392,Savings
TX300,986.5765864854177,4,986.0612050983885,5,10,Thursday,02:00,23,Male,479635,Current
TX301,889.798121237438,3,979.2509319857251,7,5,Wednesday,10:00,29,Male,422775,Current
TX302,1063.5315530329112,1,985.8538931934334,9,8,Sunday,08:00,64,Male,471918,Current
TX303,1003.3927755263702,2,1017.0554735024444,16,20,Saturday,11:00,19,Female,1124143,Current
TX304,983.2612333946729,4,991.9270307351601,12,5,Thursday,15:00,60,Female,1046084,Current
TX305,1103.1262459621573,2,978.6493417149145,7,9,Thursday,10:00,63,Female,878688,Current
TX306,1013.2528022420156,1,999.0994635434226,18,13,Tuesday,03:00,45,Female,694341,Current
TX307,3058.483022920859,3,984.552604313714,5,4,Monday,19:00,51,Female,819165,Current
TX308,959.7314086474828,1,1011.9288467912135,13,20,Saturday,17:00,23,Male,1470808,Savings
TX309,1065.8557533669932,4,997.6386294601784,13,21,Tuesday,21:00,20,Male,1361339,Current
TX310,918.8021395619479,4,1003.2312602687998,12,26,Saturday,00:00,38,Male,1145474,Savings
TX311,980.4120925478089,3,981.55179631003,6,26,Wednesday,22:00,39,Male,1486064,Savings
TX312,994.8488399301392,3,1024.5026469633574,15,3,Monday,19:00,33,Female,423950,Current
TX313,1014.1643935773071,4,994.8219005259184,5,8,Sunday,22:00,20,Female,1054105,Savings
TX314,903.1942343160689,3,1002.5169393923871,9,3,Monday,20:00,63,Male,775595,Current
TX315,1034.1709252311712,4,988.1173084645022,17,15,Tuesday,18:00,50,Male,1173093,Current
TX316,1033.6286850601366,3,1037.9976386979042,6,24,Saturday,05:00,31,Male,1435092,Current
TX317,891.3665226992982,2,1016.9484335430084,19,14,Wednesday,19:00,42,Male,546183,Savings
TX318,1016.5990165284508,3,1003.8099935955813,10,16,Monday,18:00,63,Female,839570,Savings
TX319,1027.0434611240673,4,1017.6950210952663,8,13,Sunday,13:00,26,Male,573146,Current
TX320,1028.467972308622,3,1044.6895780269863,19,20,Saturday,23:00,55,Male,858516,Current
TX321,954.4648088467634,2,1001.8372949129699,13,1,Thursday,13:00,28,Male,395028,Savings
TX322,947.3158790426824,2,978.6439415684162,13,4,Wednesday,03:00,45,Female,1215207,Current
TX323,982.144881509613,2,1015.8876683595836,13,24,Sunday,22:00,33,Female,1383868,Current
TX324,974.7584717577525,4,1015.9014323361157,7,11,Saturday,17:00,38,Female,874100,Savings
TX325,953.6323432904713,1,1004.7673796546957,13,29,Monday,03:00,52,Male,1095600,Current
TX326,943.9788670044192,3,997.8012456925964,14,20,Friday,21:00,57,Female,1279448,Savings
TX327,949.2790561416,3,1015.6574048716269,16,28,Thursday,21:00,29,Male,570914,Current
TX328,1021.2117129855949,2,1002.8667833521246,15,23,Monday,00:00,25,Female,1303429,Savings
TX329,994.7234973998846,1,996.312866985658,17,12,Saturday,07:00,36,Male,1459608,Savings
TX330,988.9902686496022,4,958.6429054712802,18,3,Friday,19:00,30,Male,878533,Current
TX331,1014.8960532629901,1,1005.7746478943992,14,7,Friday,20:00,59,Male,436554,Savings
TX332,970.9611105748014,1,1017.0742609136565,12,21,Wednesday,06:00,58,Male,846495,Current
TX333,980.0444073898625,1,986.9420645517688,12,12,Wednesday,11:00,25,Male,491420,Current
TX334,1038.6010781001712,4,1030.6264748915894,5,13,Tuesday,06:00,45,Female,1167780,Current
TX335,1007.2433832328778,2,987.7045426968616,6,2,Thursday,00:00,53,Female,858830,Current
TX336,1076.0699248915962,1,990.1812510025727,16,26,Wednesday,14:00,58,Female,633569,Savings
TX337,1061.3202571935192,2,1023.1419277092791,7,11,Friday,09:00,31,Male,1156626,Savings
TX338,1010.3362023622498,4,1015.1787720024389,7,20,Saturday,20:00,19,Male,1186364,Current
TX339,1002.9175502142739,4,985.1043158654695,6,17,Monday,11:00,52,Male,826570,Savings
TX340,1133.9054936819196,2,990.2869764781866,9,21,Saturday,16:00,48,Male,1028342,Savings
TX341,1052.397103087607,4,993.2920855445242,7,13,Sunday,08:00,55,Male,860315,Savings
TX342,971.9057168226286,3,973.4278956080888,16,12,Sunday,08:00,40,Male,382279,Current
TX343,986.3786149377854,4,998.5017831068997,5,24,Sunday,01:00,45,Female,1299430,Current
TX344,951.7797872694154,1,991.3968672881632,14,28,Tuesday,02:00,60,Female,868302,Savings
TX345,992.4697040281578,1,985.724922874587,5,6,Friday,07:00,51,Male,811603,Current
TX346,1075.731845329018,3,1040.713566380775,8,17,Friday,17:00,22,Female,1128791,Current
TX347,1001.397572762223,1,1008.3637415693549,8,26,Wednesday,13:00,60,Male,676794,Savings
TX348,987.0601968666449,2,1031.9729434100943,14,5,Tuesday,04:00,59,Female,308036,Savings
TX349,868.8105882225367,2,975.5865990063618,16,9,Monday,12:00,64,Female,1232477,Savings
TX350,923.016674036334,4,970.2744594009941,10,4,Friday,04:00,58,Male,302352,Savings
TX351,936.5982225249423,1,1002.4665814878108,15,23,Wednesday,02:00,59,Female,964929,Savings
TX352,960.610812404588,1,987.5830480349777,9,14,Sunday,11:00,38,Male,767243,Savings
TX353,1008.5415949206648,1,1025.2041481215767,16,24,Friday,02:00,30,Male,1407054,Current
TX354,973.9049092908423,1,1011.2962829936586,5,3,Thursday,17:00,57,Female,899253,Current
TX355,1098.0345636080524,1,1022.5471648634951,11,21,Thursday,04:00,34,Male,539779,Current
TX356,1083.2220126974105,2,1031.2381284953221,17,15,Thursday,21:00,38,Female,1393365,Current
TX357,981.9118465581594,1,1005.602427779389,12,20,Monday,13:00,29,Female,1473650,Current
TX358,954.5317615179694,4,1000.5775144629802,10,23,Tuesday,03:00,55,Female,721280,Savings
TX359,909.2563477812888,3,1038.7277860513782,15,25,Wednesday,17:00,34,Male,1462189,Current
TX360,890.0194640749723,3,965.7512108487138,19,15,Thursday,06:00,62,Female,1499151,Current
TX361,948.8386116928351,3,984.1114789306264,10,3,Wednesday,04:00,30,Male,848333,Savings
TX362,1036.134800476131,2,982.7529525387312,10,29,Saturday,10:00,20,Male,942613,Savings
TX363,1111.9871519963933,1,1009.2014121269488,16,2,Monday,23:00,52,Female,1398423,Savings
TX364,1072.3466769099778,3,1002.8187777118287,7,18,Tuesday,16:00,57,Male,1098022,Current
TX365,1060.463305548437,3,971.2087189324764,9,13,Friday,08:00,18,Female,1237635,Current
TX366,969.0381767510279,3,1006.2623765949453,13,2,Saturday,13:00,21,Male,662462,Current
TX367,990.4476155026485,3,989.0312065634602,18,28,Friday,12:00,49,Female,518401,Savings
TX368,1019.5306588864681,1,1015.8586588097183,11,2,Tuesday,15:00,55,Female,1060129,Current
TX369,991.9317813495235,3,985.8085541409355,19,28,Tuesday,06:00,20,Female,1417063,Current
TX370,960.5529615620464,3,990.5834204697235,15,22,Friday,06:00,56,Female,954224,Savings
TX371,1003.9448048299254,1,1000.4627744619634,7,21,Wednesday,21:00,48,Male,578710,Current
TX372,849.0243922089587,2,1003.6769908950739,8,8,Saturday,19:00,37,Female,300159,Current
TX373,873.8256264896062,2,1036.0131725992712,8,21,Sunday,21:00,47,Female,945822,Current
TX374,965.2265384339194,3,1031.141970812484,18,2,Tuesday,23:00,51,Male,479838,Current
TX375,968.6904983889217,4,1000.3075796274421,10,6,Monday,22:00,41,Male,1034983,Current
TX376,957.0775029812658,3,1022.5117554208068,13,1,Wednesday,18:00,26,Female,436643,Current
TX377,1013.1280664500963,1,1003.8717982273508,7,17,Saturday,15:00,29,Male,332441,Current
TX378,1003.9174334481297,4,988.9025657445849,15,25,Sunday,09:00,64,Male,967540,Current
TX379,991.5746684532565,4,1003.9897588455483,16,11,Monday,03:00,64,Female,878328,Savings
TX380,969.1174052282825,3,993.678542879459,7,12,Friday,09:00,34,Male,1103940,Current
TX381,878.73928610637,4,999.3965666674173,13,3,Sunday,15:00,35,Female,930527,Current
TX382,929.7717871465179,4,971.6700472984106,11,9,Friday,17:00,54,Male,1460291,Savings
TX383,980.1668920089041,1,1009.6504809765719,10,11,Saturday,23:00,39,Female,638540,Savings
TX384,1033.6443108158726,4,996.7116711907723,6,3,Thursday,05:00,61,Female,778356,Current
TX385,982.8294450206016,1,1039.293900959378,8,21,Thursday,10:00,52,Female,588816,Savings
TX386,1002.045958769786,4,979.9562508843705,19,21,Tuesday,13:00,30,Male,1106564,Savings
TX387,1008.8243655181312,3,1001.6465977343418,13,3,Sunday,05:00,34,Male,616275,Current
TX388,999.0369810132803,4,994.7421834158347,14,28,Tuesday,05:00,18,Male,581755,Current
TX389,956.706678143547,4,985.6151332407406,14,12,Wednesday,21:00,59,Male,895642,Savings
TX390,923.7647275006098,1,972.9288028773121,10,7,Friday,00:00,24,Male,1409816,Current
TX391,1049.4334584679002,3,972.9710847021606,8,15,Wednesday,08:00,49,Male,828714,Savings
TX392,1018.5606434028415,4,1023.0647715709048,12,13,Saturday,03:00,57,Female,1438882,Current
TX393,1015.6034798897484,2,1002.9986334012679,16,13,Sunday,22:00,61,Female,1276089,Current
TX394,1007.5809413680315,3,1000.5085340522327,9,24,Thursday,17:00,28,Female,1409791,Current
TX395,989.7136204586013,3,986.999666626591,14,12,Sunday,09:00,43,Male,413688,Current
TX396,1019.6634611735111,3,1028.2598951125367,17,21,Thursday,14:00,48,Male,1334186,Current
TX397,959.4571244394831,4,974.8484428217076,10,24,Saturday,14:00,48,Male,1166792,Savings
TX398,1055.725814210923,2,1022.2789726643132,9,20,Thursday,08:00,28,Male,859351,Current
TX399,919.6169486440971,1,1003.6948115779145,14,21,Saturday,04:00,23,Female,781725,Current
TX400,1109.382493727501,1,962.1105386232607,19,3,Saturday,05:00,46,Female,1163659,Savings
TX401,1015.0809623976799,1,1013.7593390423207,15,13,Tuesday,10:00,48,Female,1493627,Current
TX402,961.9155896883201,4,1006.197545691663,7,28,Wednesday,11:00,28,Female,685893,Savings
TX403,1008.1372207423198,4,1000.827581051717,16,19,Friday,01:00,34,Female,1050186,Current
TX404,1026.2988779208808,2,997.5659209116427,11,8,Friday,09:00,25,Female,900541,Current
TX405,951.9255815172231,1,1016.6170464855874,15,7,Monday,19:00,41,Female,912181,Current
TX406,1015.3007199008948,1,1021.0933262408637,14,4,Friday,09:00,60,Female,979892,Savings
TX407,965.2164311075899,2,978.3161721795535,11,8,Wednesday,21:00,54,Male,1167482,Current
TX408,999.0125453232687,1,990.2684021865239,17,10,Thursday,08:00,44,Male,1404417,Current
TX409,967.5313480839287,4,1026.4260806454602,8,21,Saturday,02:00,52,Male,1352272,Current
TX410,914.7651493251865,1,991.5491777918993,6,13,Thursday,19:00,44,Female,628785,Current
TX411,939.441403535961,2,1014.6152823813305,14,13,Thursday,19:00,40,Female,723177,Savings
TX412,1024.3582220110095,1,1013.1504882697022,14,1,Monday,21:00,51,Female,1383116,Savings
TX413,981.7725426732488,4,970.7688764549837,15,24,Wednesday,20:00,52,Male,1015339,Current
TX414,959.7445380056854,4,1019.1576445635395,11,15,Sunday,06:00,43,Male,569956,Current
TX415,1070.5525450529612,2,991.8917998477244,8,15,Tuesday,19:00,62,Male,732680,Current
TX416,1037.3050493434662,2,967.4992806150618,16,14,Monday,03:00,32,Male,738242,Savings
TX417,869.7893071686433,4,1003.9789629359299,15,8,Sunday,03:00,51,Female,844279,Savings
TX418,1052.9252150225589,2,990.3924501803936,13,17,Sunday,20:00,40,Male,1255230,Current
TX419,1017.3838241769168,1,990.2554287177289,17,25,Thursday,21:00,23,Female,519526,Current
TX420,1049.7490834396176,2,996.749477437402,19,4,Thursday,11:00,55,Female,345475,Savings
TX421,1033.3156250454606,3,1009.251825857079,14,18,Saturday,04:00,42,Female,517583,Current
TX422,3218.9597812556913,1,965.5979489810436,15,23,Sunday,09:00,27,Female,1002495,Current
TX423,1024.015232650665,1,988.6123259970375,5,11,Tuesday,21:00,34,Male,1043859,Savings
TX424,953.7751395372198,1,1006.6033368238593,10,17,Monday,18:00,53,Male,1382448,Current
TX425,1054.0971029870425,3,1019.9106493816616,10,1,Sunday,22:00,56,Male,926256,Savings
TX426,2944.7662087138365,4,990.8053853725155,8,21,Wednesday,16:00,29,Female,973647,Savings
TX427,1031.6805770287915,1,1001.7593764210566,5,3,Tuesday,14:00,53,Male,612863,Current
TX428,1039.707003003809,1,995.5949079700782,7,11,Thursday,02:00,57,Male,1090605,Current
TX429,924.1063126659595,3,992.8594159838678,17,19,Saturday,00:00,57,Male,1333668,Savings
TX430,1034.9414210101268,1,1008.4194588877878,18,3,Wednesday,11:00,33,Female,563625,Savings
TX431,1029.0026624224072,4,1020.2215291510215,11,2,Saturday,18:00,54,Female,689959,Current
TX432,1034.1784661600238,3,972.6808857759893,6,16,Sunday,18:00,35,Female,1123759,Current
TX433,980.3842615633048,4,991.5497453115591,18,21,Wednesday,04:00,44,Male,447595,Savings
TX434,923.8820406891055,1,1022.2537674997985,16,14,Friday,21:00,50,Female,788765,Savings
TX435,987.7075010511002,2,987.715267629026,9,27,Tuesday,14:00,56,Male,783779,Savings
TX436,972.0502636059001,3,1006.801187337216,7,22,Friday,23:00,37,Male,389116,Current
TX437,1021.2236547123955,1,996.6381306806951,13,8,Tuesday,09:00,34,Male,703777,Current
TX438,1075.679898732639,2,987.7327837496343,8,9,Monday,16:00,29,Male,798682,Savings
TX439,1019.5296953099619,3,1049.0780669188714,6,28,Tuesday,05:00,39,Female,822154,Current
TX440,940.7044495383577,3,1006.8979401649984,10,20,Wednesday,08:00,37,Female,361842,Current
TX441,1074.9291286005935,2,1024.9551366815242,9,2,Saturday,02:00,23,Male,1087738,Current
TX442,1059.4955698620583,4,1020.2735148108773,10,9,Wednesday,03:00,19,Female,1388963,Savings
TX443,1027.5738137619762,3,1006.8117843280099,12,22,Thursday,01:00,47,Male,1141708,Current
TX444,988.5304627965986,4,999.1304610037228,11,17,Monday,03:00,36,Female,564064,Current
TX445,1036.1193964164083,2,982.1093462172722,14,6,Saturday,16:00,27,Female,382289,Current
TX446,958.2817910501991,4,1023.4285269552774,15,21,Sunday,14:00,32,Female,433498,Current
TX447,1087.479195210271,1,1027.6290815738098,13,10,Tuesday,19:00,62,Male,656007,Current
TX448,1052.974026508667,3,1010.2493303238077,8,15,Sunday,00:00,63,Female,305039,Savings
TX449,987.6845122316596,2,1013.9555380202243,7,26,Monday,10:00,33,Male,705841,Current
TX450,926.0926456099169,2,977.3717277747278,10,19,Thursday,12:00,63,Female,662441,Current
TX451,916.1545763015373,3,1001.8508123098725,18,8,Wednesday,13:00,59,Female,1371824,Savings
TX452,1007.6915958039128,1,1015.3293473622319,11,17,Thursday,00:00,54,Female,1492503,Current
TX453,978.9802438819187,2,1027.2523405322675,15,27,Thursday,05:00,57,Male,998787,Savings
TX454,942.3188004858662,3,1002.2724891498865,16,18,Tuesday,21:00,28,Female,1213081,Current
TX455,965.4806686930661,2,1000.0818601535091,12,4,Thursday,14:00,18,Male,597986,Current
TX456,1087.4612101263576,1,979.6350071134354,10,6,Friday,15:00,46,Male,1070692,Savings
TX457,1042.802961174852,3,1019.1557947027374,8,19,Wednesday,03:00,22,Female,952416,Savings
TX458,945.7424736721101,4,983.4917894004209,14,23,Monday,20:00,41,Male,1289336,Savings
TX459,975.3625223610023,3,1011.3882853380208,9,4,Saturday,09:00,59,Female,361753,Current
TX460,988.5100184712403,3,982.9718713147937,17,3,Sunday,21:00,58,Male,523492,Current
TX461,1046.0900750988626,3,1009.6537577441843,7,25,Sunday,21:00,26,Male,1198332,Savings
TX462,883.9184796650043,4,978.6860056528911,18,20,Sunday,15:00,40,Female,1354096,Current
TX463,1030.9783236089054,1,1008.2146132653819,10,12,Tuesday,21:00,50,Female,364925,Savings
TX464,985.9490176364208,2,1008.4993223249509,19,28,Wednesday,03:00,51,Male,1079976,Savings
TX465,966.5306973614432,3,979.5919087233552,11,15,Saturday,18:00,32,Female,879223,Current
TX466,1051.06916477147,3,1041.7688554573986,5,1,Wednesday,02:00,27,Male,1346439,Current
TX467,956.5853634061817,2,1010.6925817224487,6,19,Friday,21:00,18,Female,606081,Current
TX468,997.8899302843978,1,1038.628783022541,17,7,Tuesday,16:00,24,Female,420076,Savings
TX469,1042.9225558328333,3,995.3075886008518,14,17,Sunday,20:00,18,Female,547536,Savings
TX470,1051.384729675074,3,1006.4045437099869,17,3,Sunday,20:00,60,Male,966015,Savings
TX471,1031.7690679411135,2,1007.1484343243524,16,9,Monday,21:00,33,Female,1293778,Current
TX472,980.6160908197884,3,986.5305295469842,18,29,Wednesday,18:00,19,Male,1467272,Current
TX473,995.4937629504494,1,1020.467711632548,18,25,Tuesday,18:00,19,Male,639679,Current
TX474,2996.0045033332253,3,988.2352708082464,13,8,Thursday,14:00,45,Male,1051731,Current
TX475,969.6649852617352,2,1004.2256738455894,17,13,Saturday,14:00,37,Female,781215,Current
TX476,962.459734745613,2,998.1277518143311,12,27,Sunday,03:00,28,Female,1457738,Current
TX477,990.8403040889037,2,1013.0232292130463,18,17,Monday,01:00,32,Male,545144,Savings
TX478,916.9758666153089,2,1036.3927870412238,9,16,Friday,06:00,49,Female,1163731,Savings
TX479,1020.4881397979749,4,982.7782417965286,16,29,Wednesday,06:00,45,Female,948456,Savings
TX480,942.5422557880102,2,967.8037709260662,5,16,Sunday,02:00,38,Male,497097,Current
TX481,1093.231252841154,2,1022.1985919176067,16,10,Friday,12:00,28,Female,754151,Current
TX482,937.233194215692,1,1007.0625447599575,15,2,Saturday,11:00,27,Male,1260811,Savings
TX483,1018.9640435911325,2,1032.1814834494655,6,18,Thursday,18:00,43,Male,698102,Savings
TX484,3166.2506529955726,4,1011.9356555934995,18,6,Monday,14:00,20,Female,745093,Current
TX485,959.3493939139814,2,1014.6797845483713,17,28,Friday,13:00,30,Male,679747,Savings
TX486,1030.701282362924,4,1010.5678562373544,11,23,Saturday,23:00,37,Male,1266649,Savings
TX487,952.5287836637118,4,1028.694699593287,12,1,Friday,21:00,23,Female,1167196,Current
TX488,983.368134082452,1,1009.8308424175461,16,24,Saturday,17:00,23,Female,1476792,Current
TX489,1033.53704729751,4,994.1548047619646,17,6,Tuesday,01:00,25,Male,1217472,Current
TX490,964.635330968202,4,1002.5073063153034,15,20,Thursday,10:00,48,Male,636986,Current
TX491,1018.4300414560101,1,1006.3145053387099,15,3,Sunday,14:00,33,Female,552156,Current
TX492,1008.6092046120078,3,998.6417052487493,15,21,Wednesday,21:00,28,Male,414589,Current
TX493,1054.0883363836415,3,973.7556161313719,10,6,Sunday,13:00,41,Male,1193041,Current
TX494,948.4132710101744,3,1022.2672101188788,19,11,Tuesday,02:00,20,Female,739503,Savings
TX495,912.4315021716072,3,969.4485901238135,13,4,Friday,18:00,60,Female,1381916,Savings
TX496,932.2990820750798,3,988.9361563313023,11,24,Wednesday,13:00,51,Female,765590,Current
TX497,1075.8473394854323,1,1027.0227182652245,7,21,Thursday,17:00,21,Male,1182421,Current
